Schéma;Table;Finalité;Colonne;Type PostgreSQL;Obligatoire;Défaut;Description;Classification;Indexée;Unique;Rétention;Append-only;Partitionnement
event;registration;Inscriptions à un événement.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
event;registration;Inscriptions à un événement.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
event;registration;Inscriptions à un événement.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
event;registration;Inscriptions à un événement.;event_id;uuid;Oui;;Événement.;Interne;Oui;Non;;Non;
event;registration;Inscriptions à un événement.;organization_id;uuid;Oui;;Entreprise.;Interne;Oui;Non;;Non;
event;registration;Inscriptions à un événement.;person_id;uuid;Non;;Participant.;Interne;Oui;Non;;Non;
event;registration;Inscriptions à un événement.;status;varchar(30);Oui;'REGISTERED';État.;Interne;Non;Non;;Non;
event;registration;Inscriptions à un événement.;registered_at;timestamptz;Oui;now();Date.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
notification;template;Modèles de notifications versionnés.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
notification;template;Modèles de notifications versionnés.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;template_code;varchar(80);Oui;;Code.;Interne;Non;Oui;;Non;
notification;template;Modèles de notifications versionnés.;channel;varchar(20);Oui;;EMAIL, SMS, PUSH.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;locale;varchar(10);Oui;'fr';Langue.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;subject_template;text;Non;;Objet.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;body_template;text;Oui;;Corps.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;status;varchar(30);Oui;'DRAFT';État.;Interne;Non;Non;;Non;
notification;template;Modèles de notifications versionnés.;approved_by;uuid;Non;;Valideur.;Interne;Non;Non;;Non;
notification;notification;Notification à envoyer.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
notification;notification;Notification à envoyer.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
notification;notification;Notification à envoyer.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
notification;notification;Notification à envoyer.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
notification;notification;Notification à envoyer.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
notification;notification;Notification à envoyer.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
notification;notification;Notification à envoyer.;recipient_type;varchar(30);Oui;;Type.;Interne;Non;Non;;Non;
notification;notification;Notification à envoyer.;recipient_ref;varchar(320);Oui;;Destinataire.;Confidentiel;Non;Non;;Non;
notification;notification;Notification à envoyer.;channel;varchar(20);Oui;;Canal.;Interne;Non;Non;;Non;
notification;notification;Notification à envoyer.;template_code;varchar(80);Oui;;Modèle.;Interne;Non;Non;;Non;
notification;notification;Notification à envoyer.;status;varchar(30);Oui;'QUEUED';État.;Interne;Oui;Non;;Non;
notification;notification;Notification à envoyer.;scheduled_at;timestamptz;Oui;now();Planification.;Interne;Oui;Non;;Non;
notification;notification;Notification à envoyer.;correlation_id;uuid;Oui;gen_random_uuid();Corrélation.;Interne;Oui;Non;;Non;
notification;delivery_attempt;Tentatives de livraison.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;24 mois à confirmer;Oui;
notification;delivery_attempt;Tentatives de livraison.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;24 mois à confirmer;Oui;
notification;delivery_attempt;Tentatives de livraison.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;24 mois à confirmer;Oui;
notification;delivery_attempt;Tentatives de livraison.;notification_id;uuid;Oui;;Notification.;Interne;Oui;Non;24 mois à confirmer;Oui;
notification;delivery_attempt;Tentatives de livraison.;attempt_no;integer;Oui;;Tentative.;Interne;Non;Non;24 mois à confirmer;Oui;
notification;delivery_attempt;Tentatives de livraison.;provider_code;varchar(60);Oui;;Prestataire.;Interne;Non;Non;24 mois à confirmer;Oui;
notification;delivery_attempt;Tentatives de livraison.;status;varchar(30);Oui;;Résultat.;Interne;Non;Non;24 mois à confirmer;Oui;
notification;delivery_attempt;Tentatives de livraison.;provider_message_id;varchar(160);Non;;Référence externe.;Interne;Non;Non;24 mois à confirmer;Oui;
notification;delivery_attempt;Tentatives de livraison.;response_code;varchar(60);Non;;Code.;Interne;Non;Non;24 mois à confirmer;Oui;
notification;delivery_attempt;Tentatives de livraison.;attempted_at;timestamptz;Oui;now();Date.;Interne;Oui;Non;24 mois à confirmer;Oui;
integration;partner;Partenaires et systèmes externes.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
integration;partner;Partenaires et systèmes externes.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
integration;partner;Partenaires et systèmes externes.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
integration;partner;Partenaires et systèmes externes.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
integration;partner;Partenaires et systèmes externes.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
integration;partner;Partenaires et systèmes externes.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
integration;partner;Partenaires et systèmes externes.;partner_code;varchar(60);Oui;;Code.;Interne;Non;Oui;;Non;
integration;partner;Partenaires et systèmes externes.;name;varchar(255);Oui;;Nom.;Interne;Non;Non;;Non;
integration;partner;Partenaires et systèmes externes.;partner_type;varchar(40);Oui;;MOBILE_MONEY, BANK, SMS, INPS.;Interne;Non;Non;;Non;
integration;partner;Partenaires et systèmes externes.;status;varchar(30);Oui;'ACTIVE';État.;Interne;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;partner_id;uuid;Oui;;Partenaire.;Interne;Oui;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;environment;varchar(20);Oui;;Environnement.;Interne;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;base_url;varchar(500);Oui;;URL.;Interne;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;auth_type;varchar(40);Oui;;Type.;Interne;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;secret_reference;varchar(255);Oui;;Référence coffre-fort.;Secret;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;timeout_ms;integer;Oui;10000;Timeout.;Interne;Non;Non;;Non;
integration;endpoint_configuration;Configuration non secrète des endpoints.;retry_policy;jsonb;Oui;'{}'::jsonb;Reprise.;Interne;Non;Non;;Non;
integration;outbox_event;Outbox transactionnelle.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;outbox_event;Outbox transactionnelle.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;outbox_event;Outbox transactionnelle.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;outbox_event;Outbox transactionnelle.;aggregate_type;varchar(80);Oui;;Type.;Interne;Non;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;outbox_event;Outbox transactionnelle.;aggregate_id;uuid;Oui;;Objet.;Interne;Oui;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;outbox_event;Outbox transactionnelle.;event_type;varchar(120);Oui;;Événement.;Interne;Non;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;outbox_event;Outbox transactionnelle.;payload;jsonb;Oui;'{}'::jsonb;Contenu.;Restreint;Non;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;outbox_event;Outbox transactionnelle.;status;varchar(30);Oui;'NEW';État.;Interne;Oui;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;outbox_event;Outbox transactionnelle.;available_at;timestamptz;Oui;now();Disponibilité.;Interne;Oui;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;outbox_event;Outbox transactionnelle.;published_at;timestamptz;Non;;Publication.;Interne;Non;Non;24 mois;Oui;RANGE(created_at) mensuel
integration;webhook_subscription;Abonnements sortants.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;partner_id;uuid;Oui;;Partenaire.;Interne;Oui;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;event_type;varchar(120);Oui;;Événement.;Interne;Non;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;callback_url;varchar(500);Oui;;URL.;Interne;Non;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;secret_reference;varchar(255);Oui;;Référence de secret.;Secret;Non;Non;;Non;
integration;webhook_subscription;Abonnements sortants.;active;boolean;Oui;true;Actif.;Interne;Non;Non;;Non;
integration;webhook_delivery;Livraisons de webhooks.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;24 mois;Oui;
integration;webhook_delivery;Livraisons de webhooks.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;24 mois;Oui;
integration;webhook_delivery;Livraisons de webhooks.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;24 mois;Oui;
integration;webhook_delivery;Livraisons de webhooks.;subscription_id;uuid;Oui;;Abonnement.;Interne;Oui;Non;24 mois;Oui;
integration;webhook_delivery;Livraisons de webhooks.;outbox_event_id;uuid;Oui;;Événement.;Interne;Oui;Non;24 mois;Oui;
integration;webhook_delivery;Livraisons de webhooks.;attempt_no;integer;Oui;;Tentative.;Interne;Non;Non;24 mois;Oui;
integration;webhook_delivery;Livraisons de webhooks.;status;varchar(30);Oui;;Résultat.;Interne;Non;Non;24 mois;Oui;
integration;webhook_delivery;Livraisons de webhooks.;http_status;integer;Non;;Code HTTP.;Interne;Non;Non;24 mois;Oui;
integration;webhook_delivery;Livraisons de webhooks.;next_attempt_at;timestamptz;Non;;Prochaine reprise.;Interne;Oui;Non;24 mois;Oui;
audit;audit_event;Journal d’audit métier inviolable.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;actor_user_id;uuid;Non;;Acteur.;Interne;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;actor_type;varchar(30);Oui;;USER ou SYSTEM.;Interne;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;action_code;varchar(120);Oui;;Action.;Interne;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;entity_type;varchar(80);Oui;;Type objet.;Interne;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;entity_id;uuid;Non;;Objet.;Interne;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;before_hash;char(64);Non;;Empreinte avant.;Interne;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;after_hash;char(64);Non;;Empreinte après.;Interne;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;correlation_id;uuid;Oui;gen_random_uuid();Corrélation.;Interne;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;ip_address;inet;Non;;Adresse IP.;Restreint;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;audit_event;Journal d’audit métier inviolable.;metadata;jsonb;Oui;'{}'::jsonb;Métadonnées sans secret.;Restreint;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;security_event;Événements de sécurité.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;security_event;Événements de sécurité.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;security_event;Événements de sécurité.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;security_event;Événements de sécurité.;user_id;uuid;Non;;Compte.;Interne;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;security_event;Événements de sécurité.;event_type;varchar(120);Oui;;Type.;Interne;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;security_event;Événements de sécurité.;severity;varchar(20);Oui;;Sévérité.;Interne;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;security_event;Événements de sécurité.;source_ip;inet;Non;;IP.;Restreint;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;security_event;Événements de sécurité.;details;jsonb;Oui;'{}'::jsonb;Détails filtrés.;Restreint;Non;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;security_event;Événements de sécurité.;status;varchar(30);Oui;'OPEN';État.;Interne;Oui;Non;10 ans minimum;Oui;RANGE(created_at) mensuel
audit;data_export;Registre des exports de données.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;10 ans minimum;Oui;
audit;data_export;Registre des exports de données.;created_at;timestamptz;Oui;now();Horodatage serveur.;Interne;Non;Non;10 ans minimum;Oui;
audit;data_export;Registre des exports de données.;created_by;uuid;Non;;Auteur technique ou métier.;Restreint;Oui;Non;10 ans minimum;Oui;
audit;data_export;Registre des exports de données.;requested_by;uuid;Oui;;Demandeur.;Interne;Oui;Non;10 ans minimum;Oui;
audit;data_export;Registre des exports de données.;export_type;varchar(80);Oui;;Type.;Interne;Non;Non;10 ans minimum;Oui;
audit;data_export;Registre des exports de données.;scope;jsonb;Oui;'{}'::jsonb;Périmètre.;Interne;Non;Non;10 ans minimum;Oui;
audit;data_export;Registre des exports de données.;record_count;bigint;Non;;Nombre de lignes.;Interne;Non;Non;10 ans minimum;Oui;
audit;data_export;Registre des exports de données.;document_id;uuid;Non;;Fichier chiffré.;Interne;Non;Non;10 ans minimum;Oui;
audit;data_export;Registre des exports de données.;expires_at;timestamptz;Non;;Expiration.;Interne;Non;Non;10 ans minimum;Oui;
audit;data_export;Registre des exports de données.;approved_by;uuid;Non;;Second valideur.;Interne;Non;Non;10 ans minimum;Oui;
reporting;report_definition;Catalogue des rapports.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
reporting;report_definition;Catalogue des rapports.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
reporting;report_definition;Catalogue des rapports.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
reporting;report_definition;Catalogue des rapports.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
reporting;report_definition;Catalogue des rapports.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
reporting;report_definition;Catalogue des rapports.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
reporting;report_definition;Catalogue des rapports.;report_code;varchar(80);Oui;;Code.;Interne;Non;Oui;;Non;
reporting;report_definition;Catalogue des rapports.;name;varchar(255);Oui;;Nom.;Interne;Non;Non;;Non;
reporting;report_definition;Catalogue des rapports.;report_type;varchar(40);Oui;;OPERATIONAL, EXECUTIVE, AUDIT.;Interne;Non;Non;;Non;
reporting;report_definition;Catalogue des rapports.;definition;jsonb;Oui;'{}'::jsonb;Configuration.;Interne;Non;Non;;Non;
reporting;report_definition;Catalogue des rapports.;required_permission;varchar(120);Oui;;Permission.;Interne;Non;Non;;Non;
reporting;report_definition;Catalogue des rapports.;active;boolean;Oui;true;Actif.;Interne;Non;Non;;Non;
reporting;report_execution;Historique d’exécution.;id;uuid;Oui;gen_random_uuid();Identifiant technique immuable.;Interne;Non;Non;;Non;
reporting;report_execution;Historique d’exécution.;created_at;timestamptz;Oui;now();Horodatage de création.;Interne;Non;Non;;Non;
reporting;report_execution;Historique d’exécution.;created_by;uuid;Non;;Compte à l’origine de la création.;Restreint;Oui;Non;;Non;
reporting;report_execution;Historique d’exécution.;updated_at;timestamptz;Oui;now();Horodatage de dernière modification.;Interne;Non;Non;;Non;
reporting;report_execution;Historique d’exécution.;updated_by;uuid;Non;;Compte à l’origine de la modification.;Restreint;Oui;Non;;Non;
reporting;report_execution;Historique d’exécution.;version;bigint;Oui;0;Version de verrouillage optimiste.;Interne;Non;Non;;Non;
reporting;report_execution;Historique d’exécution.;report_definition_id;uuid;Oui;;Rapport.;Interne;Oui;Non;;Non;
reporting;report_execution;Historique d’exécution.;requested_by;uuid;Oui;;Demandeur.;Interne;Oui;Non;;Non;
reporting;report_execution;Historique d’exécution.;parameters;jsonb;Oui;'{}'::jsonb;Paramètres.;Interne;Non;Non;;Non;
reporting;report_execution;Historique d’exécution.;status;varchar(30);Oui;'QUEUED';État.;Interne;Oui;Non;;Non;
reporting;report_execution;Historique d’exécution.;started_at;timestamptz;Non;;Début.;Interne;Non;Non;;Non;
reporting;report_execution;Historique d’exécution.;completed_at;timestamptz;Non;;Fin.;Interne;Non;Non;;Non;
reporting;report_execution;Historique d’exécution.;document_id;uuid;Non;;Résultat.;Interne;Non;Non;;Non;
